nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
Double可可可以,"
                    平平安安平平安安                ",01月20日22:46,微博云剪,0,24481,3228,68618
阿玥玥牙_Westwind,"
                    钟教授还去武汉了……                ",01月20日22:46,微博云剪,0,24481,3228,68618
顾瑾熙-,"
#朝阳医院眼科大夫被砍##培养一个医生有多难##朝阳医院# 我要哭了！！！都2020年了还这样，他妈自己心里没点逼数，出来作恶做到别人身上。我要哭死了，多么优秀的医生就他妈因为你几刀一生都毁了，他是个医生，看向自己的胳膊时应该明白自己在也上不了手术台了，在看看以前的笑容，绝望，90多篇sci，不 ​  展开全文c ","
01月20日22:59
",HUAWEI nova 2s,0,0,2,1
想把超甜的你吃掉,"
                    转发微博                ",01月20日22:46,微博云剪,0,24481,3228,68618
巴西PP霜,"
                    转发                ",01月20日22:46,微博云剪,0,24481,3228,68618
单纯只想换个心情,"
                    愿家人朋友安好疫情早日破除 ​                ","
01月20日22:59
",HUAWEI P10,0,0,1,0
sanda爱丽丝,"
                    转发微博                ",01月20日22:46,微博云剪,0,24481,3228,68618
丶须臾啊,"
                    转发微博                ",01月20日22:46,微博云剪,0,24481,3228,68618
软欣,"
                    转发微博                ",01月20日22:46,微博云剪,0,24481,3228,68618
浅浅的春夏,"
                    大家做好防护工作吧。。。感谢医生，请不要再伤害医生了。。。。                ",01月20日22:46,微博云剪,0,24481,3228,68618
小彻-,"
                    //@冰室骑士:虽然说很不想调侃，但是整个报纸的首页你都找不到一条跟疫情有关的新闻，反倒说这4万个家庭一起吃饭的事。想到饭桌上觥筹交错唾沫星子横飞的场面，这就很魔幻了，颇有一种『奥斯维辛欢庆安息日 犹太居民集体洗澡洁净身体』的即视感                ",01月20日16:56,微博 weibo.com,0,31608,4586,126029
静若止水kl,"
                    晚上朋友突然来电话☎️吃干锅鸭头全北京只有这个地方火爆排队一小时等上位子开始吃喝话题春节没有什么意思病毒传染、口罩、朝阳医生被🔪晚上群里👭话题也是疫情及口罩刚好赶上春节大家都在匆忙往回赶必须经过人口稠密的地区害！希望不要像03年那样，尽快控制住吧。 ​                ","
01月20日22:59
",iPhone客户端,0,0,0,0
伍帝5718924841,"
#凤凰新闻#分享凤凰新闻：直击肺炎疫情下的武汉、北京、香港 O直击肺炎疫情下的武汉、北京、香港 来自@凤凰新闻客户端 O网页链接 O直击肺炎疫情下的武汉、北京、香港 ​                ","
01月20日22:59
",凤凰新闻,0,0,0,0
fairy嵩,"
                    转发微博                ",01月20日22:46,微博云剪,0,24481,3228,68618
花期蜜语,"
#钟南山谈疫情# 钟南山都说了肯定是会人传人。这和网友认为的一样啊。刚开始新闻还说不会人传人。又说有限的人传人 ​                ","
01月20日22:59
",HUAWEI Mate30 Pro 5G,0,1,6,5
金牛3377,"
                    转发微博                ",01月20日09:31,皮皮时光机,0,3765,2590,15959
老c队长,"
                    【钟南山：14个医护人员感染新型冠状病毒】对于新型冠状病毒感染的肺炎疫情的形势研判，钟南山院士表示，围绕着有新型冠状病毒的病人因为护理各方面，14个医务人员受到感染。钟南山院士表示，出现人传人和医务人员感染的情况，是非常重要的标志。病例数增加较多的原因较复杂。 ​                ","
01月20日22:59
",赞就涨停的Android,0,3,3,29
super魔法变变变,"
                    转发微博                ",01月20日22:46,微博云剪,0,24481,3228,68618
遇事不决问春风阿,"
                    //@祈Inory ://@赵老湿爱吃肉包 : 民航事件失败的处理的示范。当前正是疫情即将爆发时期，医闹事件没处理好打击和影响造成破坏远高于平常//@闪闪一口气吃了十碗麻婆 : //@黄怪医 :太伤心了。希望凶手斩立决                ",01月20日18:05,微博 weibo.com,0,43706,4839,173467
遇事不决问春风阿,"
                    //@祈Inory ://@赵老湿爱吃肉包 : 民航事件失败的处理的示范。当前正是疫情即将爆发时期，医闹事件没处理好打击和影响造成破坏远高于平常//@闪闪一口气吃了十碗麻婆 : //@黄怪医 :太伤心了。希望凶手斩立决                ",01月20日18:05,微博 weibo.com,0,43706,4839,173467
遇事不决问春风阿,"
                    //@祈Inory ://@赵老湿爱吃肉包 : 民航事件失败的处理的示范。当前正是疫情即将爆发时期，医闹事件没处理好打击和影响造成破坏远高于平常//@闪闪一口气吃了十碗麻婆 : //@黄怪医 :太伤心了。希望凶手斩立决                ",01月20日18:05,微博 weibo.com,0,43706,4839,173467
遇事不决问春风阿,"
                    //@祈Inory ://@赵老湿爱吃肉包 : 民航事件失败的处理的示范。当前正是疫情即将爆发时期，医闹事件没处理好打击和影响造成破坏远高于平常//@闪闪一口气吃了十碗麻婆 : //@黄怪医 :太伤心了。希望凶手斩立决                ",01月20日18:05,微博 weibo.com,0,43706,4839,173467
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
