nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
云在兰山月在,"
                    刑法第291条之一规定,编造虚假的险情、疫情、灾情、警情,在信息网络或者其他媒体上传播,或者明知是上述虚假信息,故意在信息网络或者其他媒体上传播,严重扰乱社会秩序的,处三年以下有期徒刑、拘役或者管制;造成严重后果的,处三年以上七年以下有期徒刑。                ",01月03日17:26,iPhone客户端,0,490,356,327
清风V金林339,"
                    最新通报！武汉发现不明原因肺炎患者44例 其中重症11例 最新通报！武汉发现不明原因肺炎患者44例 其中重症11例 。。。今年年关如此不好过？生命在疾病面前太脆弱了，希望能尽快控制疫情，不然这中国新年也太难过了。。。猪年左一轮又一轮猪瘟，眼看鼠年来了，又来这么一出？世事难料。。。  ​  展开全文c ","
01月03日22:52
",UC浏览器Android,0,0,0,0
张掖检察,"
                    【武汉卫健委：#武汉发现不明原因病毒性肺炎重症11例#】3日，#武汉卫健委通报不明原因肺炎#：2019年12月以来，我委开展呼吸道疾病及相关疾病监测，发现不明原因的病毒性肺炎病例，病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。截至2020年1月3日8时，共发现符合不明原因的病毒性肺 ​  展开全文c ","
01月03日22:49
",realme X全屏敢越级,0,0,0,0
同瑶2011,"
                    他不能列席会议，他可是一直身在过山村的，万一他也感染了甲肝疫情，过来把我们 ​                ","
01月03日22:49
",微博 weibo.com,0,0,0,0
gui-ping,"
                    大事，这次的甲肝疫情和凉水没有什么直接的关系。” 三天的时间内，李天逸、孙家山和王长水把村 ​                ","
01月03日22:48
",微博 weibo.com,0,0,0,0
GoodbyeLibrary,"
                    📖台湾1月出版韩国文学 介绍金琸桓《我要活下去：韩国MERS风暴里的人们》译者：胡椒筒@hoochootong 出版社：时报出版出版日期：2020/1/21《谎言：韩国世越号沉船事件潜水员的告白》作家金琸桓再度挑战社会议题。MERS把我们的人生变成了地狱，至今仍被关在那座地狱里。面对失控的疫情， ​  展开全文c ","
01月03日22:47
",韩国文学超话,0,46,5,25
映象网,"
                    【武汉卫健委：#武汉发现不明原因病毒性肺炎重症11例#】3日，#武汉卫健委通报不明原因肺炎#：2019年12月以来，我委开展呼吸道疾病及相关疾病监测，发现不明原因的病毒性肺炎病例，病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。截至2020年1月3日8时，共发现符合不明原因的病毒性肺 ​  展开全文c ","
01月03日22:46
",iPhone客户端,0,0,3,0
宋中清主任律师,"
@凤凰网健康 @健康武汉官微 #卫生发布# 【武汉卫健委通报：发现不明原因病毒性肺炎患者44例】#武汉发现不明原因肺炎# 武汉市卫生健康委员会01-03 17:042019年12月以来，我委开展呼吸道疾病及相关疾病监测，发现不明原因的病毒性肺炎病例，病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润 ​  展开全文c ","
01月03日22:44
",宋中清律师Android,0,1,28,7
褚晨绍OJu5K,"
                    没得出结论拿头给你公布                ",01月03日17:26,iPhone客户端,0,490,356,327
褚晨绍OJu5K,"
                    没得出结论拿头给你公布                ",01月03日17:26,iPhone客户端,0,490,356,327
褚晨绍OJu5K,"
                    没得出结论拿头给你公布                ",01月03日17:26,iPhone客户端,0,490,356,327
褚晨绍OJu5K,"
                    没得出结论拿头给你公布                ",01月03日17:26,iPhone客户端,0,490,356,327
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
躍hong,"
                    过，这个海鲜加工厂是县里这两年招商引资过来的重点项目之一，是县里的明星项目，是县领导的主要政绩之一！如果我们村的甲肝疫情真的和这家工厂有关的话，我估计我们也很难 ​                ","
01月03日22:40
",微博 weibo.com,0,0,0,0
我爱井冈映山红,"
                    转发微博                ",01月02日17:29,"
                        01月03日 22:38
                        ",0,180,688,6953
南京晨报,"
                    【武汉发现不明原因病毒性肺炎诊断患者44例】据武汉市卫健委3日最新通报，截至当日8时，共发现符合不明原因病毒性肺炎诊断患者44例，其中重症11例。　　通报说，目前所有病例均在武汉市医疗机构接受隔离治疗，除11名重症外，患者生命体征总体稳定。　　流行病学调查显示，部分病例为武汉市华南海鲜城 ​  展开全文c ","
01月03日22:37
",专业版微博,0,4,2,1
魏RW,"
                    转发微博                ",01月02日17:29,"
                        01月03日 22:36
                        ",0,180,688,6953
Hello_rongjiaj彡ia,"
                    身在武汉的我一点也不乐观,总有人说武汉人很乐观。                ",01月03日17:26,iPhone客户端,0,490,356,327
天眼新闻,"
                    【武汉卫健委：#武汉发现不明原因病毒性肺炎重症11例#】3日，#武汉卫健委通报不明原因肺炎#：2019年12月以来，我委开展呼吸道疾病及相关疾病监测，发现不明原因的病毒性肺炎病例，病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。截至2020年1月3日8时，共发现符合不明原因的病毒性肺 ​  展开全文c ","
01月03日22:32
",HUAWEI P30,0,0,0,1
HelloMrTung,"
                    回复@校服上的清香八年不会散:延迟通报可以理解？意思就是已经知道了是什么疫情，但就是隐而不发，让人民活在未知的恐惧之中才是真的会乱！//@校服上的清香八年不会散:回复@猪贵我不贵:其实国家延迟通报可以理解，按照中国人传讹的速度，国家会乱…                ",01月03日17:10,微博 weibo.com,0,3547,6915,78143
君子九思,"
                    里打来的，连忙接通。 “李天逸，你的工作到底是怎么干的？都三四天的时间了，疫情 ​                ","
01月03日22:27
",微博 weibo.com,0,0,0,0
astlope,"
                    是的,新京报一天到晚失实报道博人眼球                ",01月03日17:26,iPhone客户端,0,490,356,327
方冀冀,"
                    //@随: 回复@E:病原体快速检测只是针对病毒基因组或蛋白的一小部分，即使很快检测到了也不能确定就是sars。这次疫情明显跟sars有区别，而且16年过去了，很有可能是变异的sars或者全新的病原体。要把病毒分离培养出来并且再次感染动物验证致病性。sars在全球协作的情况下从发生到确定病原体用了5个月。                ",01月03日18:11,Han's Android,0,188,528,4158
用户6161568443,"
                    我在看：【关于武汉肺炎疫情 武汉市委机关报回答6个问题】#跟新浪看热点# O关于武汉肺炎疫情 武汉市委机关报回答6个问题 ​                ","
01月03日22:19
",新浪新闻客户端,0,0,0,0
潇湘冷雨夜,"
#武汉卫健委通报不明原因肺炎#希望能及时控制疫情确定疾病传播方式马上春运了  希望大家平安 ​                ","
01月03日22:17
",微博搜索,0,0,0,0
潇湘冷雨夜,"
#武汉卫健委通报不明原因肺炎#希望能及时控制疫情确定疾病传播方式马上春运了  希望大家平安 ​                ","
01月03日22:17
",微博搜索,0,0,0,0
潇湘冷雨夜,"
#武汉卫健委通报不明原因肺炎#希望能及时控制疫情确定疾病传播方式马上春运了  希望大家平安 ​                ","
01月03日22:17
",微博搜索,0,0,0,0
