nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
10cm以上高跟鞋涵涤1984丶,"
                    上次越南偷渡的被新京报说是中国的,这次别又是骗人                ",01月02日21:22,iPhone客户端,0,386,386,156
清风入梦曦,"
#武汉肺炎疫情患者被要求继续留院# 病毒确定种属类型也需要时间 现阶段做好隔离防护最重要 ​​​#父母吵架拉扯失手致4岁孩子坠亡# 首先吵架就不应该在孩子面前 ​                ","
01月02日22:58
",all exam pass,0,0,0,4
清风入梦曦,"
#武汉肺炎疫情患者被要求继续留院# 病毒确定种属类型也需要时间 现阶段做好隔离防护最重要 ​​​#父母吵架拉扯失手致4岁孩子坠亡# 首先吵架就不应该在孩子面前 ​                ","
01月02日22:58
",all exam pass,0,0,0,4
浪淘客,"
#武汉肺炎疫情患者被要求继续留院#一切为了安全，希望旱日弄清楚是啥病毒 ​                ","
01月02日22:54
",红米Redmi,0,0,0,0
浪淘客,"
#武汉肺炎疫情患者被要求继续留院#一切为了安全，希望旱日弄清楚是啥病毒 ​                ","
01月02日22:54
",红米Redmi,0,0,0,0
浪淘客,"
#武汉肺炎疫情患者被要求继续留院#一切为了安全，希望旱日弄清楚是啥病毒 ​                ","
01月02日22:54
",红米Redmi,0,0,0,0
浪淘客,"
#武汉肺炎疫情患者被要求继续留院#一切为了安全，希望旱日弄清楚是啥病毒 ​                ","
01月02日22:54
",红米Redmi,0,0,0,0
浪淘客,"
#武汉肺炎疫情患者被要求继续留院#一切为了安全，希望旱日弄清楚是啥病毒 ​                ","
01月02日22:54
",红米Redmi,0,0,0,0
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
曾薇律师,"
#武汉肺炎疫情患者被要求继续留院#继续留院观察既是为了患者好，也是为了他人好。 ​                ","
01月02日22:51
",nova5Pro人像超级夜景,0,0,0,8
用户6695292128,"
#武汉肺炎疫情患者被要求继续留院#晚安😊吉祥所以，当一个人一生出来，实际上就是被判决了不定期的死刑，而且每一年、每一天、每一刻，你一不留神，你的命也许就没有了。所以，“朝闻道，夕死可矣。”就是说，要懂得在这个世界上好好地珍惜自己的生命，你连命都没有了，你还能够有什么？所以，希望 ​  展开全文c ","
01月02日22:51
",荣耀9青春版 全屏四摄,0,0,0,0
王文胜水哥,"
#武汉肺炎疫情患者被要求继续留院#先控制住疫情，观察一段时间之后再说，健康安全第一，别太急。 ​                ","
01月02日22:49
",HUAWEI P10,0,0,0,10
情深致命_vhv,"
#武汉肺炎疫情患者被要求继续留院#必须呀，！ ​                ","
01月02日22:49
",nova4e 3200W立体美颜,0,0,0,0
文小俊,"
#武汉肺炎疫情患者被要求继续留院#我们都挺好的，正常预防正常生活 ​                ","
01月02日22:48
",微博会员限量版,0,0,0,4
梦梦呼呼睡,"
#武汉肺炎疫情患者被要求继续留院#不要引起不必要的恐慌吧 ​                ","
01月02日22:48
",iPhone 11,0,0,1,6
梦梦呼呼睡,"
#武汉肺炎疫情患者被要求继续留院#不要引起不必要的恐慌吧 ​                ","
01月02日22:48
",iPhone 11,0,0,1,6
梦梦呼呼睡,"
#武汉肺炎疫情患者被要求继续留院#不要引起不必要的恐慌吧 ​                ","
01月02日22:48
",iPhone 11,0,0,1,6
梦梦呼呼睡,"
#武汉肺炎疫情患者被要求继续留院#不要引起不必要的恐慌吧 ​                ","
01月02日22:48
",iPhone 11,0,0,1,6
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
夏樱之雨丶Childish_,"
                    最初我国的流脑疫情以A群菌致病为主，所以我国生产的是A群疫苗。然而，道高一尺魔高一丈，近年来在我国安徽等地发现了C L夏樱之雨丶Childish_的微博视频 ​                ","
01月02日22:45
",OPPO R9,0,0,0,0
歌乐山上吃火锅,"
                    大家好！我是东山岛的渔民，武汉肺炎疫情患者被要求继续留院我爸以捕鱼养我长大，现在我毕业了，想回馈广大网友的帮助，我爸在这边捕鱼20几年了，一直都有商家到我们手上买鱼转手卖出去，为了感谢大家一直以来的支持，我现在一手售出野生海鲜，你们想吃的海鲜，我 ​                ","
01月02日22:44
",荣耀4A 青春优等生,0,0,0,0
