nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
超手兔,"
                    转发微博                ",01月19日20:46,iPhone客户端,0,3,68,31
萝珑,"
                    //@清焰yj:能不能不要在这抖机灵了，在故宫那事的微博下说，这说正事你也杠，一刷微博全都是开大G的可以怎么怎么样，有病吧//@从母从妻从女:开大G来的可以不量吗？                ",01月19日16:27,微博 weibo.com,0,1325,4765,75770
陈文伍,"
#新型冠状病毒传染来源还未找到#【专家称武汉冠状病毒肺炎总体可治】专家介绍，武汉新增17例新型冠状病毒肺炎病例，随着检测工作进一步开展，预计新增病例可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能。via 央视新闻  ​  展开全文c ","
01月19日22:58
",深度报道 · 视频社区,0,7,4,14
比特龙2018,"
                    啥几把都不知道就可控了，嗯媒体可控吧//@修汽车的杨工://@速报哥: 刚才不是还说“疫情可防可控”？？？差点儿就信了。 ",01月19日20:02,财新App,0,106,19,116
福州大学至诚学院微博协会,"
#至诚夜深时#【春运路上 回到家后 高高兴兴 也别忘了……】最近，来自武汉的同学们相信都在关注新型不明肺炎的最新动态。据专家权威介绍，目前“#新型冠状病毒传染来源还未找到#，疫情传播途径尚未完全掌握，病毒变异仍需严密监控”。尽管相关成因和具体对策尚未有最终结果，但掌握基本的防范常识有助 ​  展开全文c ","
01月19日22:58
",无所不至的Android,0,1,0,5
A_微尘666,"
                    转发微博                ",01月19日22:50,iPhone XS Max,0,23,14,65
A_微尘666,"
                    转发微博                ",01月19日22:50,iPhone XS Max,0,23,14,65
热点早报,"
                    【上海加强对可疑病例筛查积极防控新型冠状病毒感染肺炎】#健康提示#上海高度重视新型冠状病毒感染的肺炎防控工作，在国家卫生健康委公布武汉不明原因肺炎疫情后，按照市委、市政府要求，本市卫生健康部门迅速响应，成立专项工作组和专家组，及时制定各项应急措施和工作方案。目前全市各类医疗机构已全 ​  展开全文c ","
01月19日22:58
",小米MIX 2 全面屏手机,0,0,0,0
战鹰gavin50,"
                    【上海加强对可疑病例筛查，积极防控新型冠状病毒感染肺炎】香港万得通讯社报道，上海卫健委1月19日发布消息称，上海高度重视新型冠状病毒感染的肺炎防控工作，在国家卫生健康委公布武汉不明原因肺炎疫情后，按照市委、市政府要求，本市卫生健康部门迅速响应，成立专项工作组和专家组，及时制定各项应 ​  展开全文c ","
01月19日22:57
",100赞鹰帅iPhone 6s,0,9,24,64
一诚-,"
                    转发微博                ",01月19日16:27,微博 weibo.com,0,1325,4765,75770
非零莫属_,"
                    转发微博                ",01月19日17:08,微博 weibo.com,0,599,319,2369
山71919,"
                    //@山东就是老家: 【国家卫健委：#新型冠状病毒传染源尚未找到#】据国家卫健委官微消息，专家研判认为，当前疫情仍可防可控。但#新型冠状病毒#传染来源尚未找到，疫情传播途径尚未完全掌握，病毒变异仍需严密监控。 O国家卫健委向各省派工作组，指导做好肺炎疫情防控工作  ​​​                ",01月19日19:24,微博 weibo.com,0,75,131,584
舒克贝塔猪,"
                    转发微博                ",01月19日22:50,iPhone XS Max,0,23,14,65
簡箪315,"
                    转发微博                ",01月19日16:27,微博 weibo.com,0,1325,4765,75770
大嘴爸爸2,"
                    说明势态迅速升级了，攒了那么久才62例，今天突然暴增17例——严防死守!学校立为了感冒停了两个班的课，中国百度第一天、精神分裂症患者——史华泰，被感冒持续三周多了，今天的加重是北江监狱彻底把他推进妖道佛坑的罪恶!                ",01月19日16:27,微博 weibo.com,0,1325,4765,75770
新安江畔qzh,"
                    专家研判认为，当前疫情仍可防可控，但新型冠状病毒传染来源尚未找到。 O网页链接 ​                ","
01月19日22:56
",科普中国,0,0,0,0
新安江畔qzh,"
                    专家研判认为，当前疫情仍可防可控，但新型冠状病毒传染来源尚未找到。 O网页链接 ​                ","
01月19日22:56
",科普中国,0,0,0,0
新安江畔qzh,"
                    专家研判认为，当前疫情仍可防可控，但新型冠状病毒传染来源尚未找到。 O网页链接 ​                ","
01月19日22:56
",科普中国,0,0,0,0
新安江畔qzh,"
                    专家研判认为，当前疫情仍可防可控，但新型冠状病毒传染来源尚未找到。 O网页链接 ​                ","
01月19日22:56
",科普中国,0,0,0,0
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
临渭检察,"
                    【国家卫生健康委积极开展新型冠状病毒感染的肺炎疫情防控工作】国家卫生健康委员会官方微博@健康中国 发布消息，全文如下：湖北省武汉市发生不明原因肺炎疫情后，我委立即派出国家工作组和专家组赶赴武汉，按照属地管理原则，与湖北省、武汉市共同研究落实疫情防控措施。　　2020年1月1日，我委成立 ​  展开全文c ","
01月19日22:56
",三星 GALAXY S6 edge+,0,0,0,0
西湖检察,"
                    【上海卫健委：加强对新型冠状病毒肺炎可疑病例筛查】据上海市卫健委官方微博消息，上海高度重视新型冠状病毒感染的肺炎防控工作，加强对可疑病例筛查，积极防控新型冠状病毒感染肺炎。目前，上海市各类医疗机构已全面加强预检分诊和发热门诊的力量配置，规范开展对可疑病例的监测、筛查、诊断治疗和处 ​  展开全文c ","
01月19日22:56
",iPhone客户端,0,2,1,2
