nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
George-瓜瓜,"
                    新加坡衛生部接獲首起與武漢肺炎疫情有關的可疑病例，病患是三歲中國籍女童，患有肺炎也曾到過武漢。 ​                ","
01月04日22:49
",iPhone 11 Pro Max,0,38,77,287
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:47
",iPad mini,0,0,0,0
SSDWMMDN,"
                    《SARS事件_百度百科》SARS事件是指严重急性呼吸综合症（英语：SARS）于2002年在中国广东顺德首发。并扩散至东南亚乃至全球，直至2003年中期疫情才被逐渐消灭的一次全球性传染病疫潮。在此期间发生了一系列事件：引起社会恐慌，包括医务人员在内的多名患者死亡，世界各国对该O网页链接 ​                ","
01月04日22:41
",百度App,0,0,0,0
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:37
",iPad mini,0,0,0,0
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:36
",iPad mini,0,0,0,0
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:36
",iPad mini,0,0,0,0
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:36
",iPad mini,0,0,0,0
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:36
",iPad mini,0,0,0,0
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:35
",iPad mini,0,0,0,0
铁路的卫士,"
                    危急时刻挺身而出！工人李淑芬流血又流泪！！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法 ​  展开全文c ","
01月04日22:35
",iPad mini,0,0,0,0
松鼠狸,"
                    未发现“明显的”人传人证据，我理解这个定语就是类似当初H7N9的那个“有效人传人”一样，就是已经开始人际传播了，但传染力不强，不需要恐慌。否则的话早就大规模宣传要在公共场所佩戴口罩了。15年韩国MERS爆发，隔离了一万多密切接触者，但即使如此，韩国地铁上也没几个戴口罩的。最后疫情结束，18 ​  展开全文c ","
01月04日22:32
",联想K5 Note,0,8,24,40
A订个大目标,"
                    止暴治乱不太行，黑大陆厉害得很！//@沈涛:香港人老是喜欢这样一惊一乍，好像自己的命都那么值钱似的全世界有疫情的城市多了，怎么没见到你们拿出来做文章，唯独这个内地城市？                ",01月04日16:13,深圳小天超话,0,33,211,1375
