nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:59
",iPad mini,0,0,0,0
喵喵吃荔枝,"
                    我从这个月以来就一直喘不上气……『武汉病毒纪事——2020 年的第一场疫情』O武汉病毒纪事——2020 年的第一场疫情 ​                ","
01月17日22:58
",iPhone客户端,0,0,0,0
临汾草根新闻,"
临汾大事小情【科普一下常见肺炎的发病机制】转起来，通过视频让更多人了解！武汉卫健委发布新型冠状病例感染的肺炎疫情知识问答。武汉卫健委在问答中表示：目前肺炎疫情尚未发现明确人传人证据，不能排除有限人传人可能，但持续人传人风险较低#武汉冠状病毒肺炎新增死亡1例# ​  展开全文c ","
01月17日22:56
",临汾大事小情超话,0,6,0,9
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:55
",iPad mini,0,0,0,0
海盐火龙果,"
希望疫情早日得到控制，生活恢复正常再接再厉 ​                ","
01月17日22:49
",内心小剧场iPhone 6s Plus(玫瑰金),0,0,9,4
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日22:43
",iPad mini,0,0,0,0
LYXinuyasha,"
                    关于武汉肺炎的一篇比较客观全面的文章了『武汉病毒纪事——2020 年的第一场疫情』O武汉病毒纪事——2020 年的第一场疫情 ​                ","
01月17日22:42
",三星Galaxy S10+,0,32,6,79
混合糖电解质注射液,"
                    希望早日控制疫情啊🙏 ​                ","
01月17日22:41
",iPhone 11,0,0,0,0
吾桐也与,"
                    //@碎叫:这个疫情究竟如何管控？马上过年了，国外都输出好几例了，卫生部要拿出措施来，湖北省也要拿出措施来啊。//@鹿有鳍:不是说已经控制住了吗？//@Yoo酱酱酱:最可怕的还是正好春运                ",01月17日11:30,"
                        01月17日 22:41
                        ",0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:40
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:39
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:39
",iPad mini,0,0,0,0
国金证券-佣金宝,"
#武汉肺炎疫情#【泰国发现第二例新型冠状病毒肺炎患者，系一74岁中国籍女子】1月17日，泰国公共卫生部在其官网公布，已发现第二例2019-nCoV确诊病例，患者是一名74岁中国籍女子。这也是在中国境外发现的第三例新型冠状病毒确诊病例。目前，两名确诊患者在负气压隔离病房中接受治疗，两人之间发病并无相 ​  展开全文c ","
01月17日22:36
",微博 weibo.com,0,0,0,2
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:28
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:28
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:27
",iPad mini,0,0,0,0
环境骑士,"
#泰国发现第二例新型冠状病毒肺炎患者#新的疫情认知#科普小知识# 2昆明 ​                ","
01月17日22:27
",iPhone客户端,0,1,9,13
环境骑士,"
#泰国发现第二例新型冠状病毒肺炎患者#新的疫情认知#科普小知识# 2昆明 ​                ","
01月17日22:27
",iPhone客户端,0,1,9,13
环境骑士,"
#泰国发现第二例新型冠状病毒肺炎患者#新的疫情认知#科普小知识# 2昆明 ​                ","
01月17日22:27
",iPhone客户端,0,1,9,13
环境骑士,"
#泰国发现第二例新型冠状病毒肺炎患者#新的疫情认知#科普小知识# 2昆明 ​                ","
01月17日22:27
",iPhone客户端,0,1,9,13
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:26
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:25
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:24
",iPad mini,0,0,0,0
次回鹳,"
                    别问了，新浪屏的，能活那么久已经挺意外了。概率再低也不是管控舆论的借口，如果说有什么预料之外的，大概是比起疫情本身，普通人更怕的反而是被骂带节奏和造谣。个人能做的预防随便就能搜到，祝各位和家人都平安健康。 ​                ","
01月17日22:24
",iPhone XS Max,0,8,6,268
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:23
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:23
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日22:23
",iPad mini,0,0,0,0
朱衣看台湾,"
                    20200117【國民大會】人傳人? 武漢肺炎2死病毒同SARS 疫情凶燒向日.泰?O网页链接主持：陈凤馨來賓：黃敬平 潘彥宏 詹惟中 朱學恒 ​                ","
01月17日22:16
",微博 weibo.com,0,1,13,27
HECATE_CULLEN,"
DINO李灿✨ #李灿0211生日快乐# 🔴 ⚠️ 已延期▽李灿DINO22nd生日线上+线下应援 in 广州▽▽线上应援见p9，若有线下应援物剩余一并打包▽＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝为你吟过很多诗，为你写过许多字""是满怀期待笨手笨脚急急忙忙拆开包装终于吃到的第一口抹茶麻 ​  展开全文c ","
01月17日22:11
",DINO李灿超话,0,130,74,72
关注港澳台,"
                    20200117【國民大會】人傳人? 武漢肺炎2死病毒同SARS 疫情凶燒向日.泰?主持：陈凤馨來賓：黃敬平 潘彥宏 詹惟中 朱學恒 ​​​暂存：O网页链接 ​                ","
01月17日21:58
",HUAWEI Mate 10,0,0,0,2
何平innerpeace,"
                    武汉病毒纪事——2020 年的第一场疫情O武汉病毒纪事——2020 年的第一场疫情 ​                ","
01月17日21:44
",iPhone,0,1,0,4
懒小思想换个好听的名字,"
                    2020 年的第一场疫情O武汉病毒纪事——2020 年的第一场疫情 ​                ","
01月17日21:41
",iPhone客户端,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日21:31
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日21:31
",iPad mini,0,0,0,0
铁路的卫士,"
                    正义啊！为了你，我把一生奉献！危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛 ​  展开全文c ","
01月17日21:30
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:25
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:25
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:24
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:24
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:24
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:24
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:24
",iPad mini,0,0,0,0
铁路的卫士,"
                    失职贪官与执法者参与谋杀案！！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，寻找中央专案组，请求立案彻查！！失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐 ​  展开全文c ","
01月17日21:24
",iPad mini,0,0,0,0
nickname,txt,date,device,favorate_count,forward_count,comment_count,like_count
神丙,"
                    虽然我人在武汉，也没有办法提供第一手疫情信息，只能告诉大家，我还没病……//@箫汲:香港、日本、泰国都发现感染的病例，然而我泱泱大国，病情完全控制在武汉一地，完全没有传染到其他城市呢。 ",01月17日15:42,微博 weibo.com,0,222,222,1501
营养医师王兴国,"
#泰国发现第二例新型冠状病毒肺炎患者#1月12日，世界卫生组织正式将造成武汉肺炎疫情的新型冠状病毒命名为“2019新型冠状病毒(2019-nCoV)”。同时，世界卫生组织于同日发布了针对疑似新型冠状病毒感染造成严重急性呼吸道感染的临床处置指南。其中，标准预防包括：手卫生；使用个人防护设备（PPE）的 ​  展开全文c ","
01月17日20:53
",HUAWEI Mate 20 X,0,21,2,30
紫桐07,"
                    武汉病毒纪事——2020 年的第一场疫情O武汉病毒纪事——2020 年的第一场疫情 2北京 ​                ","
01月17日20:52
",iPhone客户端,0,0,0,1
Yehyuanchin,"
                    泰國確診第二宗武漢新型冠狀病毒感染個案，患者是一名74歲中國女遊客，正接受隔離治療。泰國政府指，當地未有疫情爆發，呼籲民眾毋須恐慌。 ​                ","
01月17日20:43
",微博国际版,0,0,0,1
浅层地震预报研究员余晓飞,"
                    台湾流感疫情进入高峰 逾12万人次就医2020-01-16 19:55:22 来源： 新华网 ​                ","
01月17日20:42
",360安全浏览器,0,0,0,0
小魚claire元気彈,"
                    //@碎叫:这个疫情究竟如何管控？马上过年了，国外都输出好几例了，卫生部要拿出措施来，湖北省也要拿出措施来啊。//@鹿有鳍:不是说已经控制住了吗？//@Yoo酱酱酱:最可怕的还是正好春运                ",01月17日11:30,"
                        01月17日 20:41
                        ",0,0,0,0
